image_uid,file_name,uncertainty_score,confidence_component,quality_component,agreement_component,novelty_component,terms_corroborated,terms_checked,has_description,has_quality,review_recommended,reason,vocabulary_version
fca725f89fbe4bdb86b56a228a05440f,Completed extension.jpg,0.5834,0.6245,0.5175,0.6,0.3011,2,5,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
bba3f062bc3d4c08b5a68b6ad7456b7e,"Diesel mech, electrician in new extension.jpg",0.5342,0.5269,0.6308,0.3333,0.0,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
b7348c63768f4e8cb698b20021024f88,Extension disappears.jpg,0.4882,0.4333,0.6331,0.3333,0.0,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
3ace3cf71af949b1bf95b8561f1e07bc,Filling water tank in summer.jpg,0.5883,0.667,0.4423,0.6667,0.3737,1,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
a16b42e8c5aa413c9aaef5627e278430,Finishing new extension.jpg,0.5534,0.665,0.4169,0.5,0.293,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
e8e68c961dc241479a80328637ac6866,From the sea ice.jpg,0.3473,0.2768,0.597,0.0,0.1591,3,3,True,True,False,The assigned terms are well supported across all measures.,1.1
ff099ad324f24f998a3a915aa61704c5,Geology office.jpg,0.5668,0.5438,0.6284,0.5,0.0,1,2,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
10cc19fcc94146fb9cd4ac6c9c4f05e2,Library laughter.jpg,0.3731,0.2993,0.4955,0.3333,0.3989,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
31739fa3b81c45eaa8eaf3b3843dd0c0,Louge relaxation.jpg,0.3834,0.4138,0.5043,0.0,0.332,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
e120afd83e3644e8b799b1374586c93a,Lounge scrubout.jpg,0.4451,0.5291,0.516,0.0,0.0,3,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
7e56d67ca75242788605ee1d656b504c,Making new harnesses.JPG,0.5017,0.5096,0.5626,0.3333,0.3672,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
c511505d73324b1d99c1e8555d577b82,Medium size female husky.jpg,0.6401,0.6981,0.5459,0.6667,0.0,1,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
73a141b11ce94f7f92a55a47b03c661c,Midwinter celebrations.jpg,0.5871,0.5593,0.5926,0.6667,0.3973,1,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.1
77870418d5f44fc285fd29020ada467a,More unloading.jpg,0.386,0.3718,0.5716,0.0,0.24,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
8224ccdb828d446399c74e863535c486,Noticeboard.jpg,0.5067,0.5206,0.5613,0.3333,0.3309,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
64a2dc8220b84d7eb3c65e8b2b9ea974,Party time.jpg,0.4377,0.4092,0.5233,0.3333,0.3803,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
3dee644f19124a7499fcf9b735ff2cfc,Pretend radio op.jpg,0.3692,0.3939,0.3492,0.3333,0.0,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
24708e85a26f41339582a4da9c53afab,Proper radio op.jpg,0.4865,0.4536,0.5991,0.3333,0.3816,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
0b187c9b9dbd42dcaa465a6fee399c39,Radio shack.jpg,0.3842,0.3566,0.3739,0.5,0.3243,2,4,True,True,False,Chiefly because the generated description does not corroborate the assigned terms.,1.1
2d6d60d9a68e402e801bf184ee5fde47,Relaxing in library.jpg,0.3485,0.3654,0.3308,0.3333,0.3265,2,3,True,True,False,The assigned terms are well supported across all measures.,1.1
9e2d1cb6e6134f4f8683e95a2f2b1cef,Relaxing in lounge.jpg,0.4306,0.4825,0.5409,0.0,0.3567,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
bc1060c98f0f48a38efae167f1c7b010,Relaxing on new extension roof.jpg,0.5704,0.8899,0.3584,0.0,0.0,2,2,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
129fa639dba244a7ac0190e63b09433d,repairs for sledging season.jpg,0.4368,0.498,0.3937,0.3333,0.0,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
55c13b5e9bfa46febe0b9f05bbe1e2b7,Repairs.jpg,0.502,0.4951,0.5841,0.3333,0.2665,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
822ead858f4842fa8c67ba8f88ab6a3e,Restocking coal bunker.jpg,0.7197,0.8639,0.4792,0.8,0.3635,1,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
40f535be904a492d88b6c562ac239b05,RRS JB in Back Bay.jpg,0.3325,0.4167,0.3547,0.0,0.0,3,3,True,True,False,The assigned terms are well supported across all measures.,1.1
8538506188b84c48a402475fa6c3e025,RRS JB unloading at Stonington.jpg,0.4445,0.4513,0.4825,0.3333,0.0,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
1d192bde73a443758e84f95620912b86,RRS JB unloading.jpg,0.5126,0.6158,0.442,0.3333,0.2131,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
13b16173505b4cea9255a0b1c8dee605,RRS JB wedged into Back Bay ice.jpg,0.5117,0.5729,0.5008,0.3333,0.0744,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
2afc619eb8dd445db7f50c42136c7a58,Saturday night at the bar.jpg,0.456,0.388,0.5342,0.5,0.0,1,2,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
4213d22bee534e8fb37118f54d66c892,Scrubout.jpg,0.3038,0.4529,0.0066,0.5,0.0,1,2,True,True,False,The assigned terms are well supported across all measures.,1.1
20ec2a8d2d104c33bce489a61ee86325,Snow arrives.jpg,0.4724,0.3654,0.685,0.3333,0.0,2,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
651550c921dc4d2f965be94e22afbd47,Sometimes they were quite clean.jpg,0.6422,0.6448,0.6281,0.6667,0.0,1,3,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.1
ae361b6981a240e9b844894363d8b8a0,Stonington from Neny Island.jpg,0.3627,0.5833,0.0602,0.3333,0.206,2,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
5964ed59dbd44b96b5b9f8b22530598e,Survey office (1).jpg,0.4192,0.5539,0.4064,0.0,0.217,3,3,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
9210acc46aec451cbd734e89a9c9d20d,Survey office 2.jpg,0.4726,0.5415,0.5766,0.0,0.228,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
8a1ab1de18724f539ba0a2bd52775d16,Survey office relaxation.jpg,0.6003,0.584,0.5951,0.6667,0.2819,1,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.1
1afeb7ed19f14e85b78396582f76252a,Unloading 1.jpg,0.4036,0.3738,0.6191,0.0,0.2491,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
b12c3c2cd1534be097fe8689133ab426,Usual view from sledge (2).jpg,0.2674,0.127,0.4397,0.3333,0.4481,2,3,True,True,False,The assigned terms are well supported across all measures.,1.1
5d9b0cd7abd94d14a46149081a685c4d,Usual view from sledge.jpg,0.434,0.4481,0.5999,0.0,0.2156,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
21dc7c3bd8cb49a291a020b130157533,Winter set in.jpg,0.3766,0.3077,0.6363,0.0,0.0,3,3,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
a1ae2206ca65418caf6793ceaff4503f,Writing survey report.jpg,0.5694,0.5985,0.3434,1.0,0.0,0,3,True,True,True,Chiefly because the generated description does not corroborate the assigned terms.,1.1
4bba40fd1e1747a0ab2c382153a57948,DSC_7114.JPG,0.6598,0.7109,0.6553,0.5,0.1555,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
a8011461178541ceb007df31e1d4a9e4,DSC_7115.JPG,0.741,0.8549,0.6816,0.5,0.1546,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
ece057726e084be480de642e2c4fac1a,DSC_7116.JPG,0.7261,0.8208,0.6877,0.5,0.2483,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
9581c135422c4dc887140868ef0aef7e,DSC_7117.JPG,0.7008,0.6865,0.7001,0.75,0.238,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
46c7f892ff98409395203fe965a74602,DSC_7118.JPG,0.669,0.7421,0.6369,0.5,0.1427,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
df249e1919444425b9d82f2668c9c183,DSC_7119.JPG,0.7094,0.7918,0.6813,0.5,0.1751,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
5028b6b2ecf34ab8ad093b9f5e569d28,DSC_7120.JPG,0.7404,0.8401,0.7009,0.5,0.152,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
cb5fa2707e3943dda9c3336f02af701d,DSC_7121.JPG,0.7619,0.8654,0.7263,0.5,0.1814,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
f1e0429b786549ad9d30b8601057c4ab,DSC_7122.JPG,0.7696,0.8656,0.7052,0.6,0.1427,2,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
7a24a833ffd04eb29d70d55bc018f024,DSC_7123.JPG,0.7183,0.775,0.7308,0.5,0.1776,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
d5b45458c15848038a1c2707f645034b,DSC_7124.JPG,0.7757,0.8349,0.7022,0.75,0.1353,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
b622deeb94c5445cbe8ef573bb792859,DSC_7125.JPG,0.7636,0.8353,0.6669,0.75,0.054,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
b655ada8ab9d4742a214696c462c87b6,DSC_7126.JPG,0.6917,0.8671,0.6304,0.25,0.0,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
b56fa4d705f54b81b0f012b7320fbcde,DSC_7127.JPG,0.6921,0.7638,0.672,0.5,0.0462,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
70262855e876492e86b84653e57e2213,DSC_7128.JPG,0.7366,0.8529,0.6719,0.5,0.0496,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
ca8d91b764864ced9b4046b43014e7f2,DSC_7129.JPG,0.5485,0.6535,0.6336,0.0,0.0717,4,4,True,True,False,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
97d69fe6123146af91d3cbfd506eb8cc,DSC_7130.JPG,0.6558,0.7468,0.6997,0.25,0.0761,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
57220c4f002e4943a734abef13b533a7,DSC_7131.JPG,0.6704,0.6156,0.7147,0.75,0.0807,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
1f7f842e145441db87f6af076c1c380e,DSC_7132.JPG,0.6287,0.6975,0.6928,0.25,0.1096,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
7e1baf72ddec40c393efb52c27c203e8,DSC_7133.JPG,0.7742,0.818,0.7221,0.75,0.1126,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
666e5007c74d4231b752988527c67e42,DSC_7134.JPG,0.7593,0.8626,0.723,0.5,0.1609,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
949daec693f040539cb4949197c25787,DSC_7135.JPG,0.5617,0.5718,0.7022,0.2,0.3028,4,5,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
bd74961044624d1f9c96409ee2eaefd1,DSC_7136.JPG,0.6945,0.808,0.6156,0.5,0.2548,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
45a8e089a4234719ab6d907a3e0aad8c,DSC_7137.JPG,0.639,0.7696,0.6191,0.25,0.264,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
bc8b460ac7684818903d1b6745df2226,DSC_7138.JPG,0.6516,0.7296,0.6767,0.3333,0.2197,2,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
5d5b6f0542674d57b4028a3b3245f04d,DSC_7139.JPG,0.6832,0.7775,0.627,0.5,0.1838,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
8591d70625bf4de7a3173485c3508fe2,DSC_7140.JPG,0.6846,0.7932,0.7156,0.25,0.2607,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
bcf70e3a1db54932a9dca0292f64711d,DSC_7141.JPG,0.5374,0.5827,0.596,0.25,0.3192,3,4,True,True,False,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
01d6f6d1de2c4eaea5d6ffab7fcbca7c,DSC_7142.JPG,0.7955,0.8825,0.6693,0.8,0.0,1,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
7bf10f471a29499a9217377a55e42434,DSC_7143.JPG,0.8029,0.8699,0.7084,0.8,0.0,1,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
6be52af495124a68b79afdc055682b4d,DSC_7144.JPG,0.7893,0.8706,0.7543,0.6,0.1539,2,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
20cca794523c40a08dd573f3df2f1045,DSC_7145.JPG,0.7072,0.7814,0.7328,0.4,0.1319,3,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
66cd472a966343ae97457a5b76b32003,DSC_7146.JPG,0.737,0.7971,0.7528,0.5,0.1452,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
c605e6e9beb94f4abadcef0f7230aee6,DSC_7147.JPG,0.784,0.8038,0.7488,0.8,0.1135,1,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
8086c685e1be43348691810ca26089ee,DSC_7148.JPG,0.7443,0.7869,0.7453,0.6,0.1238,2,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
88da6d9046f24ea197abfcb86bce3ed6,DSC_7149.JPG,0.7656,0.888,0.7045,0.5,0.1628,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
2f1583239c3c41db9ebbc01bc1c18874,DSC_7150.JPG,0.7861,0.8631,0.6915,0.75,0.1645,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
6a62bc4b4687496c9dfa4dfa7b80e08a,DSC_7151.JPG,0.679,0.7214,0.6238,0.6667,0.1581,1,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
9f5e888e7bcf412ab4781fd16c4f5405,DSC_7152.JPG,0.6095,0.6868,0.5461,0.5,0.2022,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
7b5785a2ba73444a92aa289f8e00e07b,DSC_7153.JPG,0.5106,0.5642,0.5458,0.25,0.3013,3,4,True,True,False,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
70720ee201e84c99a337be3203556f3a,DSC_7154.JPG,0.7132,0.7571,0.742,0.5,0.273,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
c219aba69e674f9dac18a8ee4616ed2f,DSC_7155.JPG,0.7902,0.8492,0.7231,0.75,0.1804,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
b2efd528d61442d091644642deae8486,DSC_7156.JPG,0.7419,0.7982,0.6936,0.6667,0.1475,1,3,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
37bdc9f913fb4d92a5d4b673b45d140b,DSC_7157.JPG,0.706,0.6442,0.7753,0.75,0.1915,1,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the generated description does not corroborate the assigned terms.",1.1
e76c27cbd9934355a833e4b3787c705b,DSC_7158.JPG,0.7106,0.8115,0.5497,0.75,0.2054,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
a9917542a0c04462a2c7cef12e809669,DSC_7159.JPG,0.7134,0.7724,0.5063,1.0,0.0,0,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.1
c1ffde1b092349fe9b0a953171cb7490,DSC_7160.JPG,0.7355,0.8718,0.5347,0.75,0.093,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
a42d5ed083a147b181e0c6c2d6ae4556,DSC_7161.JPG,0.7333,0.7571,0.6922,0.75,0.1554,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
0c43f28570b847a5a82f4f8730ddea06,DSC_7162.JPG,0.6952,0.6834,0.6672,0.8,0.0521,1,5,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.1
c54a9265da8447b695d238e40454c33a,DSC_7163.JPG,0.7083,0.8871,0.6493,0.25,0.1303,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
886c5c85b910400bbb0077e3f9f17490,DSC_7164.JPG,0.676,0.6227,0.7203,0.75,0.0,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
3c2734066c0343edbc45f7dc55bdf512,DSC_7165.JPG,0.6865,0.7303,0.6611,0.6,0.0,2,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
40aa66d26a6e4639b926d6481d0ba5ff,DSC_7166.JPG,0.8059,0.8158,0.7944,0.8,0.087,1,5,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
b420f50376b8420090cdff76b4f04203,DSC_7167.JPG,0.5972,0.6408,0.5767,0.5,0.1662,2,4,True,True,True,Chiefly because the matching scores separated the leading terms only narrowly.,1.1
ef0d0f807c16433698bde6578411c694,DSC_7168.JPG,0.7379,0.7638,0.6742,0.8,0.0812,1,5,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the matching scores separated the leading terms only narrowly.",1.1
9bc0955f947248edb97305040e094531,DSC_7169.JPG,0.6729,0.611,0.7282,0.75,0.0671,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
4812106eed914dabb80e165605440f30,DSC_7170.JPG,0.6308,0.5632,0.7405,0.6,0.1104,2,5,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
f714c18eb7ad4d7996e0e4ec9eeff709,DSC_7171.JPG,0.6285,0.5349,0.7102,0.75,0.1159,1,4,True,True,True,"Chiefly because the generated description does not corroborate the assigned terms, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
a22cd34b206b4c22bcf1e481bf1d2284,DSC_7172.JPG,0.5855,0.5984,0.7108,0.25,0.0551,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
51e6507155304de387c549d532495897,DSC_7173.JPG,0.6384,0.5614,0.7649,0.6,0.0,2,5,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
e615e53dcc8449c1abc183b57c6055c5,DSC_7174.JPG,0.6069,0.5917,0.7817,0.25,0.0,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
68d72636efa84dfc957ebf3461d81f61,DSC_7175.JPG,0.6824,0.6803,0.7637,0.5,0.0663,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
c966458164714205b1bcc1fc97f050a4,DSC_7176.JPG,0.6082,0.5947,0.7809,0.25,0.089,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned.",1.1
567b044d786448519f01e803729e5045,DSC_7177.JPG,0.6645,0.6264,0.7894,0.5,0.1013,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
64ca399709d8452e8cac0f475c207eb0,DSC_7178.JPG,0.6668,0.6367,0.7814,0.5,0.0964,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
a66f53ea872e42fbbf6e636af840cc4b,DSC_7179.JPG,0.6537,0.7115,0.7441,0.25,0.0771,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
3af778e8184f49a3b71fbe6770ef0370,DSC_7180.JPG,0.6268,0.6588,0.7427,0.25,0.0825,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
a2265c4b08f34a75b2abd32581101634,DSC_7181.JPG,0.7057,0.7282,0.7618,0.5,0.0,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
48a3c1ad93bd4487b3e402d6c5c3a725,DSC_7182.JPG,0.7004,0.7369,0.7342,0.5,0.0848,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
f7f4d3ef1b8f42ebb4567ccfe35c053a,DSC_7183.JPG,0.7261,0.773,0.7561,0.5,0.0844,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
e78d6cc869134519b556c3e56b574226,DSC_7184.JPG,0.7085,0.8367,0.722,0.25,0.0856,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
e753f4c615c743319c0029375d91d154,DSC_7185.JPG,0.6673,0.6736,0.7299,0.5,0.0982,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
67e02fcfd9ac4c8da699901e741597f2,DSC_7186.JPG,0.655,0.763,0.6743,0.25,0.1319,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
01f0cd61adb64b4b83b903fe688445aa,DSC_7187.JPG,0.6265,0.6539,0.7487,0.25,0.0956,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
4c0ac09a836b4f329ff955dda65578ff,DSC_7188.JPG,0.6948,0.7049,0.7639,0.5,0.0665,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
3dee2a7a93214427a4c78edb7a283ddf,DSC_7189.JPG,0.6736,0.7047,0.8107,0.25,0.0933,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
56d47c64acb1496eaac2ad7592d25759,DSC_7190.JPG,0.7111,0.7872,0.8001,0.25,0.1068,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
75ed80448ef94728990ea3522033d616,DSC_7191.JPG,0.7045,0.7918,0.7746,0.25,0.1318,3,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
85d9292a3ffe42bfb938ea42c5711dab,DSC_7192.JPG,0.6248,0.6649,0.7282,0.25,0.175,3,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
02918a26adee4dc88229177a4a2d897e,DSC_7193.JPG,0.6407,0.6554,0.6799,0.5,0.1642,2,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
442d2ce785f74227a656a9ad75d10684,DSC_7194.JPG,0.6955,0.7491,0.7028,0.5,0.1328,2,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the image is soft or poorly exposed, limiting what can be assigned.",1.1
b29b2bb5a23c4a0ca37418f448d1e379,DSC_7195.JPG,0.7284,0.7609,0.6727,0.75,0.1562,1,4,True,True,True,"Chiefly because the matching scores separated the leading terms only narrowly, and the generated description does not corroborate the assigned terms.",1.1
e39135220df9479f83d298e3416cdb49,DSC_7196.JPG,0.7853,0.7712,0.8206,0.75,0.2229,1,4,True,True,True,"Chiefly because the image is soft or poorly exposed, limiting what can be assigned, and the matching scores separated the leading terms only narrowly.",1.1
